stop_name,bus_boardings,integration_index,neighborhood
JOHNSTON AVE AT #857,50.0,0.0,Glen Hazel
JOHNSTON AVE OPP #857,100.0,0.0,Glen Hazel
JOHNSTON AVE AT GERTRUDE ST,190.0,2.96690890351757,Hazelwood
JOHNSTON AVE AT GLENWOOD AVE,240.0,0.0,Hazelwood
JOHNSTON AVE AT GLENWOOD AVE,190.0,0.0,Hazelwood
JOHNSTON AVE AT WINSTON ST,50.0,0.0,Hazelwood
JOHNSTON AVE AT RIVERMONT DR FS,100.0,0.0,Glen Hazel
JOHNSTON AVE AT MANSION ST,290.0,0.0,Hazelwood
JOHNSTON AVE AT MANSION ST,50.0,0.0,Hazelwood
JOHNSTON AVE AT RIVERMONT DR,100.0,0.0,Glen Hazel
JOHNSTON AVE AT ROSELLE CT FS,3810.0,0.0,Glen Hazel
JOHNSTON AVE OPP ROSELLE CT,3760.0,0.0,Glen Hazel
JOHNSTON AVE AT #635,100.0,0.0,Glen Hazel
JOHNSTON AVE OPP #643,50.0,0.0,Glen Hazel
JOHNSTON AVE OPP BROADVIEW DR,50.0,0.0,Glen Hazel
JONES AVE OPP HAWKINS AVE,190.0,0.0,Unknown
JUMONVILLE ST AT WATSON ST,240.0,0.0,Bluff
KELLY AVE AT HAY ST,380.0,0.0,Unknown
KELLY AVE AT PITT ST,50.0,0.0,Unknown
KELLY AVE AT WEST ST,190.0,0.0,Unknown
KELLY AVE AT PITT ST,50.0,0.0,Unknown
LAKETON RD AT DOUGLAS DR FS,290.0,0.0,Unknown
LAKETON RD AT DOYLE ST FS,100.0,0.0,Unknown
LAKETON RD AT LINDBERG AVE,50.0,0.0,Unknown
LAKETON RD OPP NELBON AVE,100.0,0.0,Unknown
LAKETON RD OPP DOUGLAS PLAZA APTS,50.0,0.0,Unknown
LAKETON RD AT WOODGATE RD,50.0,0.0,Unknown
LAKETON RD AT LINDBERG AVE,50.0,0.0,Unknown
LAKETON RD OPP TURNER AVE,50.0,0.0,Unknown
LARIMER AVE AT APPLE ST,100.0,0.0,Lincoln-Lemington-Belmar
LARIMER AVE AT DEAN ST,50.0,0.0,Lincoln-Lemington-Belmar
LEECHBURG RD AT GARDEN DR,50.0,0.0,Unknown
LEMINGTON AVE AT WARDSONS ST,100.0,0.0,Lincoln-Lemington-Belmar
LIBERTY AVE AT 12TH ST,100.0,1.7938696668101068,Strip District
LIBERTY AVE AT 14TH ST,50.0,0.0,Strip District
LIBERTY AVE AT 17TH ST,1050.0,118.00566578078796,Strip District
LIBERTY AVE AT 21ST ST,1570.0,122.45070671825398,Strip District
LIBERTY AVE AT 25TH ST,190.0,4.810057321562704,Strip District
LIBERTY AVE AT 26TH ST,50.0,1.2883596433310838,Strip District
LIBERTY AVE AT 28TH ST,50.0,0.0,Strip District
LIBERTY AVE AT 29TH ST,140.0,0.0,Strip District
LIBERTY AVE AT 30TH ST,240.0,0.0,Strip District
LIBERTY AVE AT 31ST ST,100.0,2.121563387061267,Strip District
LIBERTY AVE AT 34TH ST,50.0,1.5466952005028012,Lower Lawrenceville
LIBERTY AVE AT 37TH ST,100.0,0.0,Lower Lawrenceville
LIBERTY AVE AT 39TH ST,50.0,0.0,Lower Lawrenceville
LIBERTY AVE AT 40TH ST NS,50.0,0.0,Bloomfield
LIBERTY AVE AT BAUM BLVD,50.0,0.0,Bloomfield
LIBERTY AVE AT BAUM BLVD,190.0,0.0,Bloomfield
LIBERTY AVE AT CANOE WAY,240.0,4.213150830369589,Bloomfield
LIBERTY AVE AT EDMOND ST,50.0,1.3471890951273469,Bloomfield
LIBERTY AVE AT EDMOND ST,290.0,7.88165783932819,Bloomfield
LIBERTY AVE AT ELLA ST,290.0,25.92660570652708,Bloomfield
LIBERTY AVE AT ELLA ST,430.0,28.388622234442018,Bloomfield
LIBERTY AVE AT GROSS ST,50.0,29.139245435414384,Bloomfield
LIBERTY AVE AT LIGONIER ST (HERRON AVE),100.0,4.919131175614746,Lower Lawrenceville
LIBERTY AVE AT HERRON AVE,100.0,6.452483138207821,Lower Lawrenceville
LIBERTY AVE OPP MAIN ST (BLOOMFIELD BRIDGE),50.0,1.5146426418267809,Bloomfield
LIBERTY AVE AT MAIN ST FS,380.0,9.49163925513283,Bloomfield
LIBERTY AVE AT MATHILDA ST (WEST PENN HOSP),100.0,4.001909825055213,Bloomfield
LIBERTY AVE AT MILLVALE AVE,50.0,5.451515275857508,Bloomfield
LIBERTY AVE AT MILLVALE AVE (WEST PENN HOSP),190.0,15.222963580482936,Bloomfield
LIBERTY AVE AT EVALINE ST,140.0,3.175076103948954,Bloomfield
LIBERTY AVE AT OSCEOLA ST,190.0,4.360127937934162,Bloomfield
LIBERTY AVE OPP PACIFIC AVE,140.0,0.0,Bloomfield
LIBERTY AVE AT PEARL ST,100.0,6.304887066988605,Bloomfield
LIBERTY AVE AT PEARL ST,50.0,3.620756933667075,Bloomfield
LIBERTY AVE AT WINEBIDDLE ST,50.0,2.8518486535702254,Bloomfield
LIBERTY AVE OPP 14TH ST,140.0,0.0,Strip District
LIBERTY AVE OPP 17TH ST,900.0,102.83229096944295,Strip District
LIBERTY AVE OPP 21ST ST FS,1240.0,80.46979728873266,Strip District
LIBERTY AVE OPP 26TH ST,50.0,1.292724510638187,Strip District
LIBERTY AVE OPP 27TH ST,190.0,3.8488808460522974,Strip District
LIBERTY AVE OPP 31ST ST,290.0,5.496879590455082,Polish Hill
LIBERTY AVE AT 32ND ST NS,50.0,1.7137316506035758,Polish Hill
LIBERTY AVE AT 36TH ST,50.0,0.9691857850611572,Lower Lawrenceville
LIBERTY AVE OPP 37TH ST,50.0,0.0,Lower Lawrenceville
LIBERTY AVE AT 40TH ST,140.0,0.0,Lower Lawrenceville
LINCOLN AVE AT APPLE ST,140.0,0.0,Homewood North
LINCOLN AVE AT CAMPANIA ST,100.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE AT FRANKSTOWN AVE,100.0,0.0,Larimer
LINCOLN AVE AT LEMINGTON AVE,140.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE AT LEMINGTON AVE,480.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE AT VERONA BLVD,570.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE AT MEADOW ST,100.0,1.6941300949517588,Larimer
LINCOLN AVE AT UPLAND ST,100.0,0.0,Homewood West
LINCOLN AVE AT LEMINGTON HOME DRVWY,330.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP MAYFLOWER ST (#408),140.0,2.43399050019798,Larimer
LINCOLN AVE AT SHETLAND ST,140.0,0.0,Larimer
LINCOLN AVE AT VASSAR ST FS,240.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP CHAUCER ST,190.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP CHURCHLAND ST,100.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP LEMINGTON HOME DRVWY,430.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP WILTSIE ST,50.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE AT VERONA BLVD,620.0,0.0,Lincoln-Lemington-Belmar
LINCOLN AVE OPP RENFREW ST,50.0,0.0,Larimer
LINCOLN HWY AT LINCOLN SQ SR CITIZEN HOME,50.0,0.0,Unknown
LINDEN AVE OPP SR CITIZEN APTS,100.0,0.0,Unknown
LINDEN AVE OPP BESSEMER AVE FS,50.0,0.0,Unknown
LONG RD AT JOAN DR,50.0,0.0,Unknown
KANE CENTER MAIN ENTRANCE (GLE,190.0,0.0,Glen Hazel
MAIN ST AT CENTER AVE,140.0,0.0,Unknown
MAIN ST AT CENTER AVE,140.0,0.0,Unknown
MAIN ST AT HOWARD ST,190.0,0.0,Unknown
MAIN ST AT HOWLEY ST,290.0,7.607628394238218,Bloomfield
MAIN ST AT MAPLE ST,330.0,0.0,Unknown
MAIN ST AT PENN AVE NS,140.0,0.0,Bloomfield
MAIN ST AT RIDGE AVE,240.0,0.0,Unknown
MAIN ST AT HOWLEY ST FS,330.0,9.636396496487981,Bloomfield
MALL BLVD AT #120 (AT HOME STORE),50.0,0.0,Unknown
MARK DR AT #7865,50.0,0.0,Unknown
MIDDLE ST AT HAWKINS AVE,330.0,0.0,Unknown
MILLER AVE AT GAS ST,50.0,0.0,Unknown
MILLVALE AVE AT BAUM BLVD,100.0,7.848701433851572,Bloomfield
MILLVALE AVE AT BAUM BLVD,50.0,3.34995678395479,Bloomfield
MILLVALE AVE AT CENTRE AVE,430.0,91.1759477716706,Bloomfield
MILLVALE AVE AT CENTRE AVE FS,140.0,19.901037185661234,Bloomfield
MILLVALE AVE AT CYPRESS ST,50.0,1.8486868791688593,Bloomfield
MILLVALE AVE AT CYPRESS ST,140.0,5.48666989935334,Bloomfield
MILLVALE AVE AT MOREWOOD AVE,50.0,1.6036993904939665,Bloomfield
MONONGAHELA AVE AT CHURCH ST,570.0,0.0,Unknown
MONONGAHELA AVE AT CHURCH ST,430.0,0.0,Unknown
MONONGAHELA AVE AT IRVINE ST,100.0,0.0,Unknown
MONONGAHELA AVE AT MCCLURE AVE,50.0,0.0,Unknown
MONONGAHELA AVE AT SCHOYER AVE,100.0,0.0,Unknown
MONONGAHELA AVE AT WASHINGTON ST,50.0,0.0,Unknown
MONROEVILLE BLVD OPP BRINTON ST,50.0,0.0,Unknown
SALTSBURG RD OPP MONROEVILLE TRESTLE RD,140.0,0.0,Unknown
MONTIER ST AT BESSICA ST,100.0,0.0,Unknown
MONTIER ST AT HERR ST,100.0,0.0,Unknown
MONTIER ST AT LAKETON RD FS,50.0,0.0,Unknown
MT CARMEL RD AT ABER RD,330.0,0.0,Unknown
MT CARMEL RD AT CALMAR DR,50.0,0.0,Unknown
MT CARMEL RD AT PERSHING ST,50.0,0.0,Unknown
MT CARMEL RD OPP HIGHLANDVIEW ST,50.0,0.0,Unknown
MURRAY AVE AT BARTLETT ST,430.0,0.0,Squirrel Hill South
MURRAY AVE AT BARTLETT ST FS,330.0,0.0,Squirrel Hill South
MURRAY AVE AT BEACON ST,330.0,0.0,Squirrel Hill South
MURRAY AVE AT BEACON ST NS,710.0,0.0,Squirrel Hill South
MURRAY AVE OPP BURCHFIELD AVE,190.0,0.0,Squirrel Hill South
MURRAY AVE AT DARLINGTON RD,190.0,0.0,Squirrel Hill South
MURRAY AVE AT FLEMINGTON ST,100.0,0.0,Greenfield
MURRAY AVE AT FLEMINGTON ST FS,50.0,0.0,Greenfield
MURRAY AVE AT FORBES AVE,100.0,0.0,Squirrel Hill South
MURRAY AVE AT FORBES AVE FS,330.0,0.0,Squirrel Hill North
MURRAY AVE AT FORBES AVE,330.0,0.0,Squirrel Hill North
MURRAY AVE AT FORWARD AVE FS,520.0,0.0,Squirrel Hill South
MURRAY AVE AT FORWARD AVE,760.0,0.0,Squirrel Hill South
MURRAY AVE AT HAZELWOOD AVE FS,520.0,0.0,Greenfield
MURRAY AVE AT HAZELWOOD AVE,140.0,0.0,Greenfield
MURRAY AVE AT HOBART ST,50.0,0.0,Squirrel Hill South
MURRAY AVE AT HOBART ST,290.0,0.0,Squirrel Hill South
MURRAY AVE AT LILAC ST,240.0,0.0,Greenfield
MURRAY AVE AT LILAC ST,100.0,0.0,Greenfield
MURRAY AVE AT LORETTA ST,520.0,0.0,Greenfield
MURRAY AVE AT LORETTA ST,670.0,0.0,Greenfield
MURRAY AVE AT MORROWFIELD AVE FS,190.0,0.0,Squirrel Hill South
MURRAY AVE OPP MORROWFIELD AVE,480.0,0.0,Squirrel Hill South
MURRAY AVE AT PHILLIPS AVE,140.0,0.0,Squirrel Hill South
MURRAY AVE AT PHILLIPS AVE,430.0,0.0,Squirrel Hill South
MURRAY AVE AT #2825,380.0,0.0,Squirrel Hill South
MURRAY AVE AT WELFER ST,50.0,0.0,Greenfield
MURRAY AVE AT WELFER ST,50.0,0.0,Greenfield
NEGLEY AVE AT #370 (BAUM BLVD),100.0,4.600998160239363,Friendship
NEGLEY AVE AT BLACK ST,330.0,0.0,East Liberty
NEGLEY AVE AT BROAD ST,50.0,0.0,Garfield
NEGLEY AVE AT CENTRE AVE,1520.0,582.1224357507444,Friendship
NEGLEY AVE OPP CLAYBOURNE ST,50.0,4.8974000372141,Shadyside
NEGLEY AVE AT CORAL ST,100.0,0.0,Friendship
NEGLEY AVE AT EAST BUSWAY STEPS,290.0,23.83070646066055,Shadyside
NEGLEY AVE AT EAST LIBERTY BLVD,140.0,0.0,East Liberty
NEGLEY AVE AT FRIENDSHIP AVE,50.0,0.0,Friendship
NEGLEY AVE AT FRIENDSHIP AVE,50.0,0.0,East Liberty
NEGLEY AVE AT HAYS ST,140.0,0.0,East Liberty
NEGLEY AVE AT KENTUCKY AVE,50.0,1.7040743210742233,Shadyside
NEGLEY AVE AT MARGARETTA ST,140.0,0.0,Garfield
NEGLEY AVE AT PENN AVE,430.0,0.0,East Liberty
NEGLEY AVE AT PENN AVE FS,1810.0,0.0,Friendship
NEGLEY AVE AT BROAD ST FS,140.0,0.0,East Liberty
NEGLEY AVE AT RURAL ST,100.0,0.0,East Liberty
NEGLEY AVE AT STANTON AVE,240.0,0.0,Highland Park
NEGLEY AVE AT STANTON AVE,100.0,0.0,East Liberty
NEGLEY AVE AT WALNUT ST,100.0,6.106180167227361,Shadyside
NEGLEY AVE OPP CORAL ST,100.0,0.0,East Liberty
NEGLEY AVE OPP RURAL ST,100.0,0.0,Garfield
NEVILLE RAMP AT CENTRE AVE,100.0,4.614912157733772,Bloomfield
NEVILLE RAMP AT CENTRE AVE FS,100.0,4.837815962677455,Bloomfield
NEVILLE ST AT FIFTH AVE,50.0,5.334064799419041,North Oakland
NEVILLE ST AT BAYARD ST,50.0,1.870536023318656,North Oakland
NEVILLE ST AT ELLSWORTH AVE NS,50.0,9.098016923504645,Shadyside
NOBLE ST AT WASHINGTON ST,330.0,0.0,Unknown
NOBLE ST OPP WASHINGTON ST,100.0,0.0,Unknown
NOBLE ST AT DICKSON ST,50.0,0.0,Unknown
OAK HILL DR AT BENTLEY DR,190.0,0.0,Terrace Village
OAK HILL DR AT ECKSTEIN PL,620.0,0.0,Terrace Village
OAK HILL DR AT HYMAN PL,480.0,0.0,Terrace Village
OAKWOOD ST AT BENNETT ST,50.0,0.0,Homewood South
OAKWOOD ST AT FRANKSTOWN AVE,190.0,0.0,East Hills
OAKWOOD ST AT HAMILTON AVE,100.0,0.0,Homewood South
OAKWOOD ST AT INGLENOOK PL FS,50.0,0.0,Homewood South
OAKWOOD ST AT BENNETT ST,190.0,0.0,East Hills
OAKWOOD ST OPP INGLENOOK PL,50.0,0.0,East Hills
ORION ST AT MILWAUKEE ST,140.0,0.0,Upper Hill
PARK HILL DR AT #2101,100.0,0.0,East Hills
PATTON ST AT MIDDLE AVE,50.0,0.0,Unknown
PAULSON AVE AT DEAN ST,100.0,0.0,Lincoln-Lemington-Belmar
PAULSON AVE AT LEMINGTON AVE,50.0,0.0,Lincoln-Lemington-Belmar
PEEBLES ST OPP FORBES AVE,50.0,0.0,Unknown
PENN AVE AT 28TH ST,380.0,6.577975518058837,Strip District
PENN AVE AT 30TH ST,290.0,0.0,Strip District
PENN AVE AT 31ST ST,190.0,4.058485911405002,Strip District
PENN AVE AT 32ND ST,190.0,8.310058439469257,Strip District
PENN AVE AT 34TH ST NS,50.0,3.6074821240431514,Lower Lawrenceville
PENN AVE AT 36TH ST,140.0,4.81830710161851,Lower Lawrenceville
PENN AVE AT 39TH ST,100.0,0.0,Lower Lawrenceville
PENN AVE AT 39TH ST,190.0,0.0,Lower Lawrenceville
PENN AVE AT 40TH ST,1570.0,0.0,Central Lawrenceville
PENN AVE AT 40TH ST,810.0,0.0,Lower Lawrenceville
PENN AVE AT 44TH ST (CHILDRENS HOSPITAL),100.0,0.0,Central Lawrenceville
PENN AVE AT 45TH ST,100.0,2.2488530738838457,Central Lawrenceville
PENN AVE AT AIKEN AVE,290.0,8.652462744445026,Garfield
PENN AVE AT AIKEN AVE,190.0,5.034229857368998,Bloomfield
PENN AVE AT AMBASSADOR APTS,100.0,0.0,Unknown
PENN AVE AT ATLANTIC AVE,1140.0,61.034463095372494,Garfield
PENN AVE AT ATLANTIC AVE,430.0,28.326282564095447,Bloomfield
PENN AVE AT BEATTY ST,290.0,15.644092982339377,East Liberty
PENN AVE AT BRADDOCK AVE,100.0,0.0,Point Breeze North
PENN AVE AT BRADDOCK AVE,190.0,0.0,Point Breeze
PENN AVE AT BRUSHTON AVE,380.0,0.0,Point Breeze North
PENN AVE AT BUTLER ST,100.0,5.284589157647859,Lower Lawrenceville
PENN AVE AT VILLAGE OF EASTSIDE SHPG CTR,570.0,12.81290309203895,East Liberty
PENN AVE OPP VILLAGE OF EASTSIDE SHPG CTR,760.0,18.299238291105613,Shadyside
PENN AVE AT EAST END AVE,50.0,0.0,Point Breeze
PENN AVE AT EVALINE ST,190.0,12.365157065887393,Garfield
PENN AVE AT EVALINE ST,240.0,12.348018932874048,Bloomfield
PENN AVE AT FAIRMOUNT ST,480.0,0.0,Garfield
PENN AVE AT FAIRMOUNT ST,620.0,9.649020477422875,Friendship
PENN AVE AT FINDLEY DR WEST (BEACON HILL),50.0,0.0,Unknown
PENN AVE AT FRIENDSHIP AVE,100.0,2.1802540354513154,Bloomfield
PENN AVE AT HIGHLAND AVE,5290.0,399.9424739945672,East Liberty
PENN AVE AT HIGHLAND AVE,3950.0,548.8998307010775,East Liberty
PENN AVE AT HOMEWOOD AVE,140.0,0.0,Point Breeze North
PENN AVE AT HOMEWOOD AVE,50.0,0.0,Point Breeze
PENN AVE AT JACKSON ST,50.0,0.0,Unknown
PENN AVE AT LANG AVE,50.0,0.0,Point Breeze North
PENN AVE AT LANG AVE,100.0,0.0,Point Breeze
PENN AVE AT LEXINGTON ST,190.0,0.0,Point Breeze North
PENN AVE AT LEXINGTON ST,100.0,0.0,Point Breeze
PENN AVE AT LINDEN AVE,50.0,0.0,Point Breeze North
PENN AVE AT LINDEN AVE,50.0,0.0,Point Breeze
PENN AVE AT MAIN ST,330.0,0.0,Central Lawrenceville
PENN AVE AT MAIN ST,1140.0,0.0,Bloomfield
PENN AVE AT MATHILDA ST,50.0,0.0,Garfield
PENN AVE AT MILLVALE AVE,100.0,0.0,Garfield
PENN AVE AT MILLVALE AVE,50.0,0.0,Bloomfield
PENN AVE AT MURTLAND ST FS,50.0,0.0,Point Breeze North
PENN AVE AT NEGLEY AVE,240.0,0.0,East Liberty
PENN AVE AT PEARL ST,100.0,2.0157395724368246,Bloomfield
PENN AVE AT SHERIDAN AVE,3380.0,130.81404469270706,East Liberty
PENN AVE AT SHAW AVE NS,520.0,0.0,Unknown
PENN AVE AT SUPERIOR ST,140.0,0.0,Unknown
PENN AVE AT THOMPSON ST,100.0,0.0,Unknown
PENN AVE AT TRENTON AVE FS (LIFE CARE),430.0,7.114316718387239,Unknown
PENN AVE AT TRENTON AVE FS (LIFE CARE),50.0,1.047659750155954,Unknown
PENN AVE AT WEST ST,100.0,2.947772167536848,Unknown
PENN AVE AT WINEBIDDLE ST,100.0,2.5725039443478455,Garfield
PENN AVE AT WINEBIDDLE ST,100.0,2.3278434005771875,Bloomfield
PENN AVE OPP 36TH ST,100.0,3.637447362580837,Lower Lawrenceville
PENN AVE OPP 44TH ST (CHILDRENS HOSPITAL),50.0,0.0,Bloomfield
PENN AVE OPP BAKERY SQUARE,50.0,10.468478862804005,Shadyside
PENN AVE OPP SHAW AVE FS,620.0,0.0,Unknown
PENN AVE OPP THOMPSON ST,240.0,0.0,Unknown
PENN AVE OPP WEST ST,50.0,1.6249429030025817,Unknown
PENN CENTER BLVD OPP BLDG #3,140.0,0.0,Unknown
PENN CENTER BLVD AT RITE AID DRVWY,140.0,0.0,Unknown
PITCAIRN-TRAFFORD RD AT HAYMAKER RD FS,100.0,0.0,Unknown
PRIVATE DR AT BRINTON TOWERS,1190.0,0.0,Unknown
RANKIN BLVD AT BLDG #5,50.0,0.0,Unknown
RANKIN BLVD AT KENMAWR AVE,140.0,0.0,Unknown
RANKIN BLVD OPP HAWKINS AVE,620.0,0.0,Unknown
REBECCA AVE AT CRAFT ST,50.0,0.0,Unknown
REYNOLDS ST AT HOMEWOOD AVE,50.0,0.0,Point Breeze
ROBERTS ST AT CENTRE AVE,100.0,3.407802402523575,Crawford-Roberts
ROBINSON ST AT ALLEQUIPPA ST,190.0,20.111494634915545,West Oakland
ROWLAND CONNECTOR AT PENNWOOD AVE,50.0,0.0,Unknown
ROWLAND CONNECTOR PAST PENNWOO,900.0,0.0,Unknown
ROSS AVE AT CENTER ST,100.0,0.0,Unknown
ROSS AVE AT MILL ST,140.0,0.0,Unknown
SALTSBURG RD AT ASTER ST,50.0,0.0,Unknown
SALTSBURG RD AT COLONIAL VILLAGE DR,50.0,0.0,Unknown
SALTSBURG RD AT STOTLER RD,100.0,0.0,Unknown
SALTSBURG RD OPP ALCOMA PARK PLAZA,50.0,0.0,Unknown
SAVANNAH AVE AT WHITNEY AVE,50.0,0.0,Unknown
SAVANNAH AVE AT WHITNEY AVE,50.0,0.0,Unknown
SCHOYER AVE OPP TONETTE ST,50.0,0.0,Unknown
SHADY AVE AT FIFTH AVE NS,100.0,0.0,Point Breeze
SHADY AVE AT FORBES AVE,100.0,0.0,Squirrel Hill North
SHADY AVE AT NORTHUMBERLAND ST,50.0,0.0,Squirrel Hill North
SHADY AVE AT WILKINS AVE,100.0,0.0,Squirrel Hill North
SHADY AVE OPP SOLWAY ST,50.0,0.0,Squirrel Hill North
SOUTH AVE AT CENTER ST,50.0,0.0,Unknown
SOUTH AVE AT CENTER ST,50.0,0.0,Unknown
SOUTH AVE AT COAL ST,100.0,0.0,Unknown
SOUTH AVE AT ELVIA WAY FS,50.0,0.0,Unknown
SOUTH AVE AT HAY ST,380.0,0.0,Unknown
SOUTH AVE AT MULBERRY ST,50.0,0.0,Unknown
SOUTH AVE AT SWISSVALE AVE,50.0,0.0,Unknown
SOUTH AVE AT SWISSVALE AVE,50.0,0.0,Unknown
SOUTH AVE AT WOOD ST NS,140.0,0.0,Unknown
SOUTH AVE OPP MULBERRY ST,190.0,0.0,Unknown
STANTON AVE AT BUTLER ST,50.0,1.560505204950203,Upper Lawrenceville
STANTON AVE AT CHISLETT ST,100.0,0.0,East Liberty
STANTON AVE AT CHISLETT ST,430.0,0.0,Morningside
STANTON AVE AT MCCANDLESS AVE,50.0,0.0,Upper Lawrenceville
STANTON AVE AT NEGLEY AVE,290.0,0.0,East Liberty
STANTON AVE AT ORANMORE ST,50.0,0.0,Stanton Heights
STANTON AVE AT STANTON CT EAST,50.0,0.0,Stanton Heights
STANTON AVE OPP DEMARILLAC HOME,330.0,0.0,Stanton Heights
STANTON AVE OPP HETH'S AVE,50.0,0.0,East Liberty
STANTON AVE OPP MCCABE ST,50.0,0.0,Stanton Heights
STANTON AVE AT UPVIEW TERRACE,50.0,0.0,Stanton Heights
STANTON AVE AT WOODBINE ST,50.0,0.0,Stanton Heights
STATION ST AT SR CITIZEN BLDG,50.0,0.0,Unknown
STATION ST AT WESTINGHOUSE AVE,140.0,0.0,Unknown
ST CLAIR ST AT BUNKER HILL APTS,290.0,0.0,Highland Park
SWISSVALE AVE AT FRANKLIN AVE,100.0,0.0,Unknown
SWISSVALE AVE AT NORTH AVE,50.0,0.0,Unknown
SWISSVALE AVE AT PENN AVE FS,50.0,0.0,Unknown
SWISSVALE AVE AT #441 (MERCY GARDENVIEW MANOR),50.0,0.0,Unknown
SWISSVALE AVE AT STONER WAY,50.0,0.0,Unknown
TERRACE ST AT DARRAGH ST,380.0,11.935802378829969,West Oakland
TERRACE ST AT DARRAGH ST,50.0,1.4383390670296088,West Oakland
TERRACE ST AT WHITRIDGE ST,100.0,0.0,West Oakland
TERRACE ST OPP CHESTERFIELD RD,140.0,4.459117829475927,West Oakland
TRENTON AVE AT PENN AVE,570.0,11.056750893910122,Unknown
TRENTON AVE AT PENN AVE FS,330.0,5.8828710883004005,Unknown
TRENTON AVE AT SOUTH AVE,50.0,0.0,Unknown
TRENTON AVE AT SOUTH AVE,100.0,0.0,Unknown
UNITY TRESTLE RD AT EAST ALLEY NS,140.0,0.0,Unknown
UNITY TRESTLE RD OPP UNIVERSAL RD,190.0,0.0,Unknown
UNIVERSAL RD AT AUSTIN ST,50.0,0.0,Unknown
UNIVERSAL RD AT FREY RD,50.0,0.0,Unknown
UNIVERSAL RD AT WEBSTER DR,50.0,0.0,Unknown
UNIVERSAL RD AT WEBSTER DR FS,50.0,0.0,Unknown
UNIVERSAL RD AT HAZEL RD FS,50.0,0.0,Unknown
UNIVERSAL RD OPP POPLAR RIDGE RD,50.0,0.0,Unknown
UPLAND ST AT BRUSHTON AVE,140.0,0.0,Homewood North
HIGHLAND DR OPP JOB CORPS DR,290.0,0.0,Lincoln-Lemington-Belmar
VERONA BLVD AT LINCOLN AVE,100.0,0.0,Lincoln-Lemington-Belmar
VERONA RD AT GIANT EAGLE DRIVEWAY,240.0,0.0,Unknown
GIANT EAGLE (VERONA RD) AT ENTRANCE,50.0,0.0,Unknown
WADSWORTH ST AT ROBINSON ST FS,100.0,8.869938755509866,Terrace Village
WALLACE AVE AT COAL ST,50.0,0.0,Unknown
WALLACE AVE AT HAY ST,900.0,13.462005388078909,Unknown
WALLACE AVE AT SWISSVALE AVE FS,50.0,0.0,Unknown
WALLACE AVE AT WOOD ST,810.0,0.0,Unknown
WALLACE AVE AT WOOD ST,1290.0,0.0,Unknown
WALMART AT SHELTER (N VERSAILLES),3480.0,0.0,Unknown
WARREN DR AT LINCOLN HWY NS,50.0,0.0,Unknown
WAVERLY AVE AT BRADDOCK AVE FS,100.0,0.0,Unknown
WAVERLY AVE AT BRADDOCK AVE,330.0,0.0,Unknown
WILKINS AVE AT BARNSDALE ST,50.0,0.0,Squirrel Hill North
WILKINS AVE OPP BELLEROCK ST,50.0,0.0,Squirrel Hill North
WILKINS AVE AT NEGLEY AVE,50.0,0.0,Squirrel Hill North
WILKINS AVE AT SHADY AVE FS,50.0,0.0,Squirrel Hill North
WILNER DR AT EAST HILLS DR,330.0,0.0,East Hills
WILNER DR AT #2258,50.0,0.0,East Hills
WILLIAM PENN HWY AT CHURCHILL BORO BLDG,50.0,0.0,Unknown
WM PENN HWY AT HOME DEPOT,50.0,0.0,Unknown
WM PENN HWY AT GRAHAM BLVD FS,100.0,0.0,Unknown
WM PENN HWY AT KINGSTON DR FS,50.0,0.0,Unknown
WM PENN HWY AT PENN CENTER BLVD NS (DONUT SHO,50.0,0.0,Unknown
WM PENN HWY AT KOHL'S DRVWY,50.0,0.0,Unknown
WM PENN HWY OPP KINGSTON DR,50.0,0.0,Unknown
WM PENN HWY OPP RED LOBSTER,50.0,0.0,Unknown
WOOD ST AT FRANKLIN AVE,100.0,0.0,Unknown
WOOD ST AT HILL AVE,240.0,0.0,Unknown
WOOD ST AT HILL AVE,240.0,0.0,Unknown
WOOD ST AT HOLMES ST,50.0,0.0,Unknown
WOOD ST AT SOUTH AVE,50.0,0.0,Unknown
WOOD ST AT WALLACE AVE,860.0,0.0,Unknown
WOODSTOCK AVE AT ARDMORE ST,140.0,0.0,Unknown
WOODSTOCK AVE AT BRADDOCK AVE,100.0,0.0,Unknown
WOODSTOCK AVE AT BRADDOCK AVE FS,100.0,0.0,Unknown
WOODSTOCK AVE AT ORMOND ST,50.0,0.0,Unknown
WOODSTOCK AVE AT #2690,190.0,0.0,Unknown
YOST BLVD AT ARDMORE BLVD,190.0,0.0,Unknown
YOST BLVD AT ARDMORE BLVD FS,100.0,0.0,Unknown
YOST BLVD AT BRINTON RD FS,100.0,0.0,Unknown
YOST BLVD OPP MAIN ST,50.0,0.0,Unknown
